idx,lon,lat
1273,-78.436,-0.677
1274,-78.9,-0.85
1275,-78.815,-1.464
1276,-78.442,-1.467
1277,-78.613,-1.78
1278,-78.341,-2.005
1279,-91.55,-0.37
1280,-91.546,-0.02
1281,-91.35,0.02
1282,-91.28,-0.18
1283,-91.12,-0.43
1284,-91.17,-0.83
1285,-91.408,-0.92
1286,-90.75,0.58
1287,-90.47,0.33
1288,-89.958,0.32
1289,-90.77,-0.22
1290,-90.33,-0.62
1291,-89.5,-0.88
1292,-90.07,-0.806
1293,-71.33,-14.2
1294,-73.18,-15.07
1295,-73.45,-15.33
1296,-72.65,-15.52
1297,-72.33,-15.42
1298,-72.13,-15.83
1299,-71.85,-15.78
1300,-71.53,-16.191
1301,-71.753,-16.258
1302,-71.409,-16.294
1303,-70.903,-16.355
1304,-70.85,-16.608
1305,-70.595,-16.755
1306,-70.358,-17.025
1307,-70.2,-17.18
1308,-69.813,-17.47
1309,-69.77,-17.72
1310,-69.5,-18.1
1311,-69.15,-18.17
1312,-69.092,-18.42
1313,-68.75,-18.62
1314,-68.83,-19.15
1315,-68.53,-19.13
1316,-67.42,-19.45
1317,-66.48,-19.78
1318,-68.55,-20.73
1319,-68.2,-20.85
1320,-68.48,-20.93
1321,-68.18,-21.3
1322,-68.237,-21.787
1323,-68.4,-21.88
1324,-67.85,-22.55
1325,-67.892,-22.72
1326,-67.88,-22.83
1327,-67.566,-22.895
1328,-67.75,-23.0
1329,-67.645,-23.236
1330,-67.62,-23.3
1331,-67.67,-23.52
1332,-67.7,-23.58
1333,-67.73,-23.37
1334,-67.534,-23.743
1335,-67.77,-23.82
1336,-67.95,-23.83
1337,-67.73,-23.95
1338,-68.13,-23.97
1339,-68.25,-24.18
1340,-68.054,-24.188
1341,-68.6,-24.28
1342,-68.246,-24.396
1343,-68.53,-24.72
1344,-68.367,-25.083
1345,-68.507,-25.168
1346,-68.521,-25.336
1347,-68.588,-25.414
1348,-68.58,-26.48
1349,-68.37,-26.8
1350,-68.296,-27.033
1351,-68.541,-27.109
1352,-68.713,-27.105
1353,-69.13,-27.3
1354,-66.48,-24.05
1355,-67.783,-24.29
1356,-68.27,-25.1
1357,-67.4,-26.12
1358,-68.361,-26.632
1359,-68.116,-26.623
1360,-67.765,-26.789
1361,-68.561,-27.196
1362,-68.47,-21.22
1363,-67.18,-22.27
1364,-80.12,-26.28
1365,-109.38,-27.15
1366,-78.85,-33.658
1367,-76.87,-33.427
1368,-69.797,-33.425
1369,-69.895,-33.789
1370,-69.832,-34.164
1371,-70.295,-34.608
1372,-70.05,-34.65
1373,-69.981,-34.917
1374,-70.352,-34.814
1375,-70.568,-35.223
1376,-69.83,-35.142
1377,-70.496,-35.558
1378,-70.75,-35.58
1379,-70.761,-35.653
1380,-70.58,-36.02
1381,-70.849,-35.989
1382,-71.161,-36.193
1383,-71.009,-36.286
1384,-70.92,-36.45
1385,-69.2,-36.42
1386,-70.432,-36.638
1387,-71.377,-36.863
1388,-69.834,-36.739
1389,-70.033,-37.144
1390,-69.56,-37.522
1391,-71.349,-37.406
1392,-70.906,-37.738
1393,-71.183,-37.856
1394,-71.45,-37.92
1395,-71.1,-38.27
1396,-71.645,-38.31
1397,-71.58,-38.377
1398,-70.9,-38.52
1399,-70.37,-39.02
1400,-71.729,-38.692
1401,-71.52,-38.97
1402,-71.7,-39.25
1403,-71.93,-39.42
1404,-71.7,-39.5
1405,-71.502,-39.637
1406,-71.58,-39.887
1407,-72.027,-39.927
1408,-72.07,-40.35
1409,-72.117,-40.59
1410,-71.943,-40.768
1411,-72.153,-40.771
1412,-72.264,-40.969
1413,-72.493,-41.1
1414,-71.885,-41.157
1415,-72.27,-41.25
1416,-72.614,-41.326
1417,-72.0,-41.4
1418,-72.396,-41.755
1419,-72.431,-41.874
1420,-72.58,-41.88
1421,-70.194,-42.018
1422,-72.578,-42.377
1423,-72.439,-42.793
1424,-72.646,-42.833
1425,-72.81,-43.497
1426,-72.794,-43.189
1427,-72.47,-43.78
1428,-72.88,-44.08
1429,-72.53,-44.3
1430,-73.08,-44.7
1431,-72.984,-45.059
1432,-73.17,-45.1
1433,-72.97,-45.9
1434,-72.67,-46.17
1435,-73.48,-47.2
1436,-73.55,-49.02
1437,-73.28,-49.358
1438,-73.75,-50.33
1439,-73.585,-50.964
1440,-73.05,-45.22
1441,-73.4,-52.33
1442,-69.698,-52.082
1443,-70.25,-54.95
1444,-63.23,17.63
1445,-62.96,17.478
1446,-62.8,17.37
1447,-62.58,17.15
1448,-62.18,16.72
1449,-61.664,16.044
1450,-61.43,15.612
1451,-61.397,15.503
1452,-61.33,15.37
1453,-61.305,15.307
1454,-61.341,15.255
1455,-61.165,14.809
1456,-61.05,13.83
1457,-61.18,13.33
1458,-61.64,12.3
1459,-61.67,12.15
1460,-61.75,16.12
1461,-23.78,64.8
1462,-23.25,64.87
1463,-22.23,64.87
1464,-22.5,63.88
1465,-22.1,63.93
1466,-21.83,63.92
1467,-21.32,64.08
1468,-21.202,64.073
1469,-20.87,64.03
1470,-20.58,64.6
1471,-19.98,64.75
1472,-18.92,64.78
1473,-21.17,64.02
1474,-20.3,64.32
1475,-20.28,63.43
1476,-19.62,63.63
1477,-19.05,63.63
1478,-19.57,63.78
1479,-19.17,63.92
1480,-19.7,63.98
1481,-17.33,64.42
1482,-17.53,64.63
1483,-17.92,64.73
1484,-16.72,64.65
1485,-16.75,65.03
1486,-16.65,65.43
1487,-16.78,65.73
1488,-16.83,65.88
1489,-17.1,66.3
1490,-16.65,64.0
1491,-16.65,64.27
1492,-18.5,66.67
1493,-8.17,71.08
1494,85.0,85.58
1495,-35.132,48.384
1496,-38.08,38.75
1497,-31.216,39.462
1498,-31.111,39.699
1499,-28.73,38.6
1500,-28.4,38.47
1501,-28.08,38.65
1502,-27.97,39.02
1503,-27.32,38.73
1504,-26.63,38.23
1505,-25.78,37.87
1506,-25.67,37.78
1507,-25.47,37.77
1508,-25.32,37.77
1509,-25.88,37.6
1510,-16.97,32.73
1511,-17.83,28.57
1512,-18.03,27.73
1513,-16.641,28.271
1514,-15.58,28.0
1515,-14.02,28.358
1516,-13.63,29.03
1517,-24.35,14.95
1518,-24.72,14.85
1519,-24.97,16.85
1520,-19.596,-0.433
1521,-14.37,-7.95
1522,-29.331,-20.514
1523,-5.22,-32.958
1524,-12.28,-37.092
1525,-12.48,-37.42
1526,3.35,-54.42
1527,163.25,-66.78
1528,162.47,-66.42
1529,164.83,-67.4
1530,165.5,-72.67
1531,164.58,-73.45
1532,164.7,-74.35
1533,163.0,-76.83
1534,163.53,-78.5
1535,167.17,-77.53
1536,163.33,-78.25
1537,-136.0,-76.05
1538,-132.33,-75.8
1539,-126.88,-77.17
1540,-126.67,-73.43
1541,-115.83,-75.8
1542,-112.08,-76.28
1543,-99.42,-74.33
1544,-90.58,-68.85
1545,-60.652,-63.001
1546,-57.93,-62.1
1547,-55.78,-63.579
1548,-60.05,-65.03
1549,-27.186,-59.458
1550,-26.587,-59.063
1551,-26.33,-58.42
1552,-26.46,-57.787
1553,-26.67,-57.08
1554,-27.176,-56.712
1555,-28.14,-56.656
1556,-27.57,-56.3
1557,-28.246,-56.014
1558,165.5,-73.45
1559,-57.75,-64.15
1560,-57.67,-62.02
